index,Player,NBA_DraftNumber,Salary,Signed Using,Guaranteed,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%
0,Zhou Qi,43,"$815,615",MLE,"$815,615",22,HOU,16,87,0.6,0.303,0.593,0.37,6.5,16.8,11.7,1.5,1.1,6.8
1,Zaza Pachulia,42,"$3,477,600",,"$3,477,600",33,GSW,66,937,16.8,0.608,0.004,0.337,11,25,18.5,15.4,1.9,1.3
2,Zach Randolph,19,"$12,307,692",Cap space,"$24,000,000",36,SAC,59,1508,17.3,0.529,0.193,0.14,7,23.8,15,14.9,1.4,0.6
3,Zach LaVine,13,"$3,202,217",1st Round Pick,"$3,202,217",22,CHI,24,656,14.6,0.499,0.346,0.301,1.4,14.4,7.7,18.6,1.8,0.5
4,Zach Collins,10,"$3,057,240",1st Round Pick,"$6,686,160",20,POR,62,979,8.2,0.487,0.387,0.146,4.9,18.3,11.7,7.3,0.8,2.5
5,Yogi Ferrell,62,"$1,312,611",Minimum Salary,"$1,312,611",24,DAL,79,2238,11.5,0.543,0.489,0.141,1.3,11.3,6.1,13.3,1.4,0.3
6,Xavier Silas,62,"$74,159",,$0,30,BOS,2,7,-4.9,0,0.667,0,15.9,15.4,15.7,0,7.2,0
7,Xavier Rathan-Mayes,62,"$46,080",,$0,23,MEM,5,118,0.9,0.315,0.333,0.214,0,5,2.5,23.2,2.6,2.4
8,Xavier Munford,62,$0,,$0,25,MIL,6,21,-2.1,0.218,0.333,0.333,5.6,0,2.8,24.7,2.4,0
9,Wilson Chandler,23,"$12,016,854",,"$12,016,854",30,DEN,70,2200,11.1,0.543,0.39,0.186,5,14,9.5,9.7,0.9,1.4
10,Willy Hernangomez,35,"$1,435,750",Cap Space,"$2,980,701",23,TOT,45,430,20.6,0.592,0.075,0.555,13.6,25.2,19.3,11,1.8,2.8
11,Willy Hernangomez,35,"$1,435,750",Cap Space,"$2,980,701",23,CHO,19,197,25,0.589,0.092,0.815,17.2,29.8,23.4,7.1,2,3
12,Willy Hernangomez,35,"$1,435,750",Cap Space,"$2,980,701",23,NYK,26,233,16.9,0.595,0.062,0.346,10.5,21.3,16,14.4,1.7,2.6
13,Willie Reed,62,"$1,577,230",,"$1,577,230",27,LAC,39,419,19.4,0.669,0.017,0.458,9.3,21.9,15.7,3.3,1,4.4
14,Willie Reed,62,"$1,577,230",,"$1,577,230",27,TOT,42,428,19.2,0.671,0.017,0.455,9.1,21.7,15.5,3.6,1,4.3
15,Willie Reed,62,"$1,577,230",,"$1,577,230",27,DET,3,9,8.7,1,0,0,0,12.5,6.1,15.9,0,0
16,Willie Cauley-Stein,6,"$3,704,160",1st round pick,"$8,401,035",24,SAC,70,1943,17.1,0.523,0.017,0.32,7.2,21.7,14.1,13.5,1.9,3.1
17,Will Barton,40,"$3,533,333",Bird Rights,"$3,533,333",27,DEN,77,2530,15.9,0.557,0.409,0.221,2.9,14.2,8.6,18.5,1.6,1.6
18,Wesley Matthews,62,"$17,884,176",Cap Space,"$17,884,176",31,DAL,63,2131,11.4,0.541,0.577,0.145,1.4,9.1,5.2,12.3,1.8,0.7
19,Wesley Johnson,4,"$5,881,260",Cap Space,"$5,881,260",30,LAC,70,1422,9.8,0.512,0.484,0.157,2.1,14,8.1,5.3,2.5,3.6
20,Wesley Iwundu,33,"$1,050,000",,"$2,428,242",23,ORL,58,902,7.6,0.464,0.205,0.215,4,11.8,7.9,7.9,1.7,1
21,Wayne Selden,62,"$1,312,611",,"$2,085,087",23,MEM,35,692,11.8,0.551,0.454,0.219,2.6,6.9,4.7,16.1,1.3,0.7
22,Wayne Ellington,28,"$6,270,000",Cap Space,"$6,270,000",30,MIA,74,1962,12.1,0.582,0.83,0.113,1.2,10.9,6.1,6,1.3,0.3
23,Wade Baldwin,17,"$1,874,400",,"$1,874,400",21,POR,4,29,17,0.73,0.143,1.286,0,18.6,9.4,10.7,0,0
24,Vince Hunter,62,"$50,000",,"$50,000",23,MEM,4,7,35.9,0.6,0,0,32.3,17,24.8,0,0,13.4
25,Vince Carter,5,"$8,000,000",Cap space,"$8,000,000",41,SAC,55,971,10.6,0.519,0.584,0.126,1.9,14.9,8.1,9.3,2.1,2.5
26,Victor Oladipo,2,"$21,000,000",1st Round Pick,"$84,000,000",25,IND,72,2471,23.1,0.576,0.324,0.28,2.1,15.1,8.7,21,3.4,2
27,Vander Blue,62,"$50,000",,"$50,000",25,LAL,5,45,-1.8,0.255,0.4,0.4,0,2.4,1.2,8.1,1.1,0
28,Udonis Haslem,62,"$2,328,652",Minimum Salary,"$2,328,652",37,MIA,14,72,1.8,0.252,0.533,0.133,4.7,10.9,7.8,9.2,0,2.4
29,Tyus Jones,24,"$1,471,382",1st Round pick,"$3,915,435",21,MIN,78,1404,14.1,0.574,0.372,0.247,1.3,9.4,5.3,20.9,3.2,0.4
30,Tyson Chandler,2,"$13,000,000",Cap Space,"$26,585,000",35,PHO,46,1151,14.3,0.657,0,0.503,12.2,26.9,19.4,6.6,0.7,1.9
31,Tyrone Wallace,60,$0,,$0,23,LAC,26,732,10.6,0.519,0.156,0.332,2.6,11.5,7.1,11.5,1.6,1.5
32,Tyreke Evans,4,"$3,290,000",Bi-annual Exception,"$3,290,000",28,MEM,52,1607,21.2,0.561,0.354,0.258,3.1,16.3,9.5,31.5,1.8,1
33,Tyler Zeller,17,"$1,709,538",,"$1,709,538",28,MIL,20,322,17,0.58,0.022,0.189,14.4,18.6,16.5,7.4,1.1,3.2
34,Tyler Zeller,17,"$1,709,538",,"$1,709,538",28,TOT,62,1025,15.9,0.585,0.088,0.241,11,19.6,15.2,6.8,0.7,2.5
35,Tyler Zeller,17,"$1,709,538",,"$1,709,538",28,BRK,42,703,15.4,0.587,0.114,0.262,9.4,20,14.6,6.5,0.6,2.2
36,Tyler Ulis,34,"$1,312,611",Cap Space,"$1,312,611",22,PHO,68,1563,9.7,0.459,0.267,0.183,1.5,6.8,4.1,27.5,2,0.3
37,Tyler Lydon,24,"$1,579,440",1st Round Pick,"$3,454,080",21,DEN,1,2,0,,,,0,0,0,0,0,0
38,Tyler Johnson,62,"$5,881,260",Cap Space,"$25,126,630",25,MIA,69,1964,13,0.55,0.46,0.186,1.8,11.5,6.6,12.3,1.4,1.4
39,Tyler Ennis,18,"$1,524,305",Minimum Salary,"$1,524,305",23,LAL,50,584,10.4,0.459,0.265,0.108,2.9,11.6,7.3,21.9,1.9,1.4
40,Tyler Dorsey,41,"$815,615",Minimum Salary,"$2,193,857",21,ATL,53,897,9.3,0.478,0.52,0.157,2.1,13.2,7.7,13.2,0.9,0.4
41,Tyler Cavanaugh,62,"$679,919",Two-Way Converted,"$729,919",23,ATL,39,518,13,0.567,0.586,0.138,9.7,17.7,13.7,7.9,0.8,0.7
42,Troy Williams,62,"$1,471,382",,"$2,085,087",23,TOT,21,307,15.2,0.544,0.349,0.275,8,14.8,11.4,7.8,3.2,1.1
43,Troy Williams,62,"$1,471,382",,"$2,085,087",23,NYK,17,290,16.2,0.572,0.33,0.27,8.1,14.5,11.3,7.7,3.2,1.2
44,Troy Williams,62,"$1,471,382",,"$2,085,087",23,HOU,4,17,-2.4,0.242,0.556,0.333,6.7,19.8,13.3,8.5,2.9,0
45,Troy Daniels,62,"$3,408,520",Cap Space,"$6,667,060",26,PHO,78,1609,10,0.585,0.798,0.112,0.8,7.7,4.2,4.6,0.7,0.3
46,Tristan Thompson,4,"$16,400,000",Bird Rights,"$52,408,695",26,CLE,49,1017,13.7,0.573,0,0.349,13.3,23.6,18.5,4.2,0.8,1.4
47,Trey McKinney-Jones,62,"$46,080",,$0,27,IND,1,1,0,,,,0,0,0,0,0,0
48,Trey Lyles,12,"$2,441,400",1st round pick,"$5,805,649",22,DEN,70,1366,18,0.589,0.398,0.267,4.5,23.8,14.2,10.1,1.1,2.1
49,Trey Burke,9,"$784,160",Minimum Salary,"$784,160",25,NYK,32,648,22.8,0.576,0.262,0.133,2.1,8,5.1,38.1,1.5,0.5
50,Trevor Booker,23,"$9,125,000",,"$9,125,000",30,TOT,64,1085,14.8,0.563,0.089,0.275,10.8,18.7,14.8,11,1.2,1.5
51,Trevor Booker,23,"$9,125,000",,"$9,125,000",30,PHI,33,494,14.6,0.618,0.064,0.358,10.7,15.8,13.3,7.6,1.6,1.9
52,Trevor Booker,23,"$9,125,000",,"$9,125,000",30,BRK,18,395,15.5,0.536,0.08,0.287,10.1,22.1,16,16.3,1,0.9
53,Trevor Booker,23,"$9,125,000",,"$9,125,000",30,IND,13,196,13.8,0.524,0.158,0.088,12.8,19.5,16.2,8.6,0.8,1.8
54,Trevor Ariza,43,"$7,420,912",Bird Rights,"$7,420,912",32,HOU,64,2179,12.1,0.573,0.713,0.143,1.7,13,7.4,6.9,2.1,0.5
55,Treveon Graham,62,"$1,312,611",Minimum Salary,"$1,312,611",24,CHO,63,1050,9,0.553,0.439,0.267,4.2,8.3,6.2,7.9,1.5,0.2
56,Travis Wear,62,"$148,318",,$0,27,LAL,13,172,9.8,0.562,0.719,0.14,0,18.5,9.3,3.3,0.8,1.9
57,Torrey Craig,62,$0,,$0,27,DEN,35,586,10.3,0.549,0.406,0.263,7.5,15.8,11.6,5.3,0.8,1.6
58,Tony Snell,20,"$9,821,429",Cap space,"$31,821,429",26,MIL,71,1955,8.4,0.584,0.63,0.116,0.5,7.3,4,6.5,1.2,1.1
59,Tony Parker,28,"$15,453,126",Bird Rights,"$15,453,126",35,SAS,52,1020,13.1,0.499,0.094,0.198,0.6,9.3,4.9,29,1.4,0.1
60,Tony Bradley,28,"$1,414,920",1st Round Pick,"$3,094,440",20,UTA,9,29,9.5,0.337,0.091,0.182,15.9,27.2,21.6,5,0,0
61,Tony Allen,25,"$2,116,955",,"$2,116,955",36,NOP,22,273,8.7,0.514,0.132,0.231,8.2,10.4,9.4,4.6,1.9,0.9
62,Tomas Satoransky,32,"$3,000,000",Cap Space,"$6,129,187",26,WAS,69,1535,15.4,0.618,0.265,0.27,4.7,11,7.8,25.1,1.6,0.8
63,Tobias Harris,19,"$16,000,000",Bird Rights,"$30,800,000",25,TOT,76,2546,17.4,0.569,0.369,0.178,2.4,15.6,8.9,11.6,1.3,1.1
64,Tobias Harris,19,"$16,000,000",Bird Rights,"$30,800,000",25,LAC,28,983,18.4,0.576,0.336,0.157,2.3,16.5,9.5,14.2,1.6,1.6
65,Tobias Harris,19,"$16,000,000",Bird Rights,"$30,800,000",25,DET,48,1563,16.7,0.564,0.389,0.192,2.5,15,8.6,10,1.1,0.8
66,Timothe Luwawu-Cabarrot,24,"$1,386,600",1st Round pick,"$2,931,551",22,PHI,52,807,7,0.511,0.592,0.217,1.9,7.5,4.8,9.4,0.7,0.5
67,Timofey Mozgov,62,"$15,280,000",Cap Space,"$48,000,000",31,BRK,28,339,10.2,0.589,0.212,0.294,8.7,18.7,13.6,3.6,0.7,2.4
68,Tim Quarterman,62,$0,,$0,23,HOU,2,6,13.6,0.5,0.5,0,0,37.4,18.8,26,0,0
69,Tim Hardaway,24,"$16,500,000",Cap space,"$51,975,000",25,NYK,56,1856,14.4,0.531,0.476,0.209,1.9,11.2,6.6,12.5,1.6,0.5
70,Tim Frazier,62,"$2,000,000",Room exception,"$2,000,000",27,WAS,56,807,11.2,0.477,0.335,0.183,2.5,12.7,7.7,31.4,2.6,0.8
71,Thon Maker,10,"$2,684,160",1st Round pick,"$5,483,880",20,MIL,71,1205,10.5,0.502,0.326,0.293,7.3,14.4,10.9,5.3,1.6,3.7
72,Thomas Bryant,42,"$815,615",Minimum Salary,"$815,615",20,LAL,11,34,7.7,0.473,0.556,0.667,3.2,15.6,9.4,7.8,0,0
73,Thaddeus Young,12,"$14,796,348",Bird Rights,"$14,796,348",29,IND,78,2544,14.7,0.528,0.212,0.104,7.9,14.1,11.1,8.4,2.5,1.2
74,Thabo Sefolosha,13,"$5,250,000",Cap space,"$5,250,000",33,UTA,38,806,15.9,0.591,0.35,0.225,4.1,18.5,11.4,6.4,3.2,1.3
75,Terry Rozier,16,"$1,988,520",1st round pick,"$5,038,910",23,BOS,77,1980,15.4,0.524,0.499,0.188,3.4,16.2,9.9,17,2,0.7
76,Terrence Ross,8,"$10,500,000",Rookie scale extension,"$21,000,000",26,ORL,22,576,10.3,0.515,0.48,0.198,1.9,11.6,6.7,8.9,2.3,1.2
77,Terrance Ferguson,21,"$1,785,000",1st Round Pick,"$3,903,840",19,OKC,59,728,7,0.532,0.692,0.063,2.8,3.9,3.3,3.2,1.6,1.2
78,Taurean Waller-Prince,12,"$2,422,560",1st Round pick,"$4,949,400",23,ATL,79,2359,12.3,0.544,0.463,0.184,2.2,15.4,8.8,13.4,1.7,1.5
79,Tarik Black,62,"$3,290,000",Bi-annual Exception,"$3,290,000",26,HOU,48,474,14.9,0.589,0.078,0.478,14.4,19.9,17.1,3.8,2.1,4.7
80,Taj Gibson,26,"$14,000,000",Cap space,"$28,000,000",32,MIN,78,2613,15.4,0.615,0.05,0.253,8,16.5,12.2,5.3,1.1,1.8
81,T.J. Warren,14,"$3,152,931",1st Round Pick,"$50,152,931",24,PHO,65,2142,17.7,0.541,0.085,0.24,6.1,10.6,8.3,7.2,1.5,1.5
82,T.J. McConnell,62,"$1,471,382",Minimum Salary,"$1,471,382",25,PHI,72,1651,12.3,0.546,0.148,0.096,2.4,11.5,7.1,24.7,2.6,0.6
83,T.J. Leaf,18,"$2,028,360",1st Round Pick,"$4,435,920",20,IND,50,428,10.5,0.554,0.322,0.099,6.9,13.4,10.2,2.6,0.6,0.8
84,Steven Adams,12,"$22,471,910",1st Round Pick,"$100,000,000",24,OKC,73,2390,20.8,0.628,0.003,0.397,16.9,13.9,15.5,5.5,1.9,2.9
85,Sterling Brown,46,"$815,615",MLE,"$2,193,857",22,MIL,51,728,9.5,0.513,0.44,0.126,4.2,17.6,10.9,4.6,2.1,1.3
86,Stephen Curry,7,"$34,682,550",Bird Rights,"$201,158,790",29,GSW,51,1631,28.2,0.675,0.58,0.35,2.7,14.4,8.9,30.2,2.4,0.4
87,Stanley Johnson,8,"$3,097,800",1st round pick,"$7,038,202",21,DET,65,1773,9.1,0.483,0.418,0.264,1.8,13.2,7.4,8.2,2.6,0.6
88,Spencer Dinwiddie,38,"$1,524,305",Minimum Salary,"$1,524,305",24,BRK,77,2217,16,0.526,0.508,0.323,1.9,10.3,6.1,35.1,1.4,0.8
89,Solomon Hill,23,"$12,236,535",Cap Space,"$38,248,244",26,NOP,8,127,6.8,0.385,0.563,0.125,4.4,12.4,8.6,16.9,1.5,0.6
90,Skal Labissiere,28,"$1,312,611",1st Round pick,"$2,857,562",21,SAC,60,1240,14.3,0.513,0.111,0.258,8.7,18.2,13.2,9.1,1,3.7
91,Sindarius Thornwell,48,"$815,615",MLE,"$2,193,857",23,LAC,69,1059,8.1,0.517,0.262,0.383,3.2,10.1,6.7,7,2.1,1.8
92,Shelvin Mack,34,"$6,000,000",Cap space,"$6,000,000",27,ORL,65,1283,13.7,0.526,0.332,0.244,1.9,11.9,6.8,29.3,1.9,0.5
93,Shaun Livingston,4,"$7,692,308",Bird Rights,"$18,000,000",32,GSW,68,1081,11.6,0.539,0.012,0.176,3.6,8.9,6.4,16.5,1.5,1.5
94,Shaquille Harrison,62,"$92,160",,$0,24,PHO,20,291,15.2,0.534,0.221,0.347,2.5,16.5,9.4,18.1,3.5,1.9
95,Shane Larkin,18,"$1,524,305",Minimum Salary,"$1,524,305",25,BOS,50,686,10.2,0.506,0.387,0.17,2,10.1,6.1,16.3,1.8,0.2
96,Shabazz Napier,24,"$2,361,360",1st Round Pick,"$2,361,360",26,POR,70,1455,14.5,0.553,0.414,0.268,1.8,9.9,5.9,15.1,2.7,0.8
97,Shabazz Muhammad,14,"$1,577,230",,"$1,577,230",25,MIL,9,84,32.7,0.638,0.122,0.163,7.1,22.4,14.7,17.5,2.4,1
98,Shabazz Muhammad,14,"$1,577,230",,"$1,577,230",25,TOT,41,385,14.4,0.5,0.147,0.229,6,14,10,6.4,1.2,0.7
99,Shabazz Muhammad,14,"$1,577,230",,"$1,577,230",25,MIN,32,301,9.3,0.446,0.157,0.256,5.7,11.7,8.7,3.4,0.8,0.6
100,Serge Ibaka,24,"$20,061,729",Cap space,"$65,000,000",28,TOR,73,2010,14.5,0.569,0.381,0.155,4.3,21.2,12.9,4.4,0.7,3.7
101,Semi Ojeleye,37,"$1,291,892",,"$2,193,857",23,BOS,69,1049,4,0.448,0.689,0.25,3.7,11,7.4,2.4,1,0.2
102,Sean Kilpatrick,62,"$1,524,305",,"$1,524,305",28,CHI,5,111,13.3,0.501,0.456,0.316,0.9,12,6.3,10.3,0.9,1.6
103,Sean Kilpatrick,62,"$1,524,305",,"$1,524,305",28,LAC,4,38,10.5,0.503,0.389,0.111,0,5.7,2.9,12.1,0,0
104,Sean Kilpatrick,62,"$1,524,305",,"$1,524,305",28,MIL,23,205,11.3,0.515,0.561,0.232,0.6,13.7,7.2,10.9,1.2,0.4
105,Sean Kilpatrick,62,"$1,524,305",,"$1,524,305",28,BRK,16,183,5,0.414,0.494,0.218,0.6,20,10.1,12.6,0.5,0.4
106,Sean Kilpatrick,62,"$1,524,305",,"$1,524,305",28,TOT,48,537,9.5,0.475,0.5,0.238,0.6,14.9,7.7,11.5,0.8,0.6
107,Scotty Hopson,62,"$74,159",,$0,28,DAL,1,8,-4.6,0.266,0,2,0,0,0,15.8,0,0
108,Sam Dekker,18,"$1,794,600",1st Round pick,"$4,554,695",23,LAC,69,817,11.1,0.526,0.251,0.222,5.2,15.5,10.4,6,1.3,0.9
109,Salah Mejri,62,"$1,471,382",Minimum Salary,"$1,471,382",31,DAL,61,729,17.8,0.644,0.022,0.482,12.6,25.3,18.8,7.2,1.5,8.2
110,Ryan Arcidiacono,62,$0,,$0,23,CHI,20,208,8.1,0.561,0.76,0.24,0.5,6.9,3.6,14.7,2.6,0
111,Ryan Anderson,21,"$19,578,455",Cap Space,"$61,264,636",29,HOU,66,1725,12.6,0.592,0.706,0.194,6.2,15.4,10.8,5.1,0.7,1
112,Russell Westbrook,4,"$28,530,608",Bird Rights,"$186,912,608",29,OKC,77,2801,25,0.528,0.194,0.339,5.4,25.3,15,49.4,2.5,0.6
113,Rudy Gobert,27,"$21,974,719",1st Round Pick,"$97,000,000",25,UTA,52,1702,20.9,0.659,0,0.682,10.3,27.5,19,6.7,1.2,6.1
114,Rudy Gay,8,"$8,406,000",MLE,"$8,406,000",31,SAS,54,1160,17.8,0.545,0.219,0.268,6.7,19.5,13.1,9.5,1.9,2.6
115,Royce O'Neale,62,"$815,615",Cap space,"$815,615",24,UTA,65,1052,10.4,0.521,0.412,0.267,2.7,20.2,11.5,12.3,1.7,1.2
116,Rondae Hollis-Jefferson,23,"$1,471,382",1st Round pick,"$3,941,739",23,BRK,64,1811,17.3,0.55,0.074,0.436,5.8,19.8,12.7,14.2,1.6,1.7
117,Ron Baker,62,"$4,328,000",Room Exception,"$4,328,000",24,NYK,29,385,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.4
118,Rodney Purvis,62,"$92,160",,$0,23,ORL,12,203,4.1,0.427,0.577,0.127,0,8.2,4.1,7.1,0.7,1.2
119,Rodney McGruder,62,"$1,312,611",Minimum Salary,"$1,312,611",26,MIA,15,258,12.4,0.623,0.484,0.094,3.5,8.3,5.9,6.9,1.6,0.7
120,Rodney Hood,23,"$2,386,864",1st Round Pick,"$2,386,864",25,UTA,39,1084,15.2,0.551,0.475,0.176,1.5,10.1,5.8,10.4,1.4,0.6
121,Rodney Hood,23,"$2,386,864",1st Round Pick,"$2,386,864",25,TOT,58,1576,14.4,0.545,0.447,0.162,1.6,9.8,5.8,9.7,1.4,0.6
122,Rodney Hood,23,"$2,386,864",1st Round Pick,"$2,386,864",25,CLE,19,492,12.6,0.53,0.368,0.121,1.8,9.2,5.6,8.2,1.3,0.9
123,Robin Lopez,15,"$13,788,500",Cap Space,"$28,146,250",29,CHI,64,1690,14.7,0.552,0.022,0.14,8.2,10.2,9.2,12.3,0.4,2.8
124,Robert Covington,62,"$16,698,103",Cap Space,"$63,577,230",27,PHI,76,2408,12.8,0.562,0.656,0.162,2.5,15.3,9.1,8.7,2.6,2.2
125,Ricky Rubio,5,"$14,275,000",1st Round Pick,"$29,250,000",27,UTA,73,2185,15,0.533,0.33,0.307,2.2,15.2,8.8,28.3,2.6,0.4
126,Richaun Holmes,37,"$1,471,382",Cap Space,"$1,471,382",24,PHI,44,668,16.8,0.566,0.144,0.236,8.6,22,15.5,12.8,1.3,3.2
127,Richard Jefferson,13,"$2,500,000",,"$2,500,000",37,DEN,20,163,6.3,0.499,0.259,0.259,1.4,10.4,5.9,12,0.6,0.5
128,Reggie Jackson,24,"$16,000,000",Bird Rights,"$51,130,434",27,DET,41,1084,15.5,0.516,0.294,0.231,2.7,9.3,5.9,32.1,1.1,0.3
129,Reggie Hearn,62,$0,,$0,26,DET,2,3,44.3,1.5,1,0,0,0,0,0,0,0
130,Reggie Bullock,25,"$2,500,000",Cap space,"$2,500,000",26,DET,62,1732,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7
131,Raymond Felton,5,"$2,328,652",Minimum Salary,"$2,328,652",33,OKC,79,1324,13.2,0.492,0.41,0.08,2,11.1,6.4,22.9,1.8,1
132,Raul Neto,47,"$1,471,382",,"$1,471,382",25,UTA,39,478,12.3,0.554,0.313,0.224,1.7,9.4,5.6,23.2,1.2,0.7
133,Rashad Vaughn,17,"$1,889,040",,"$1,889,040",21,BRK,1,4,4.1,,,,0,0,0,31.8,0,0
134,Rashad Vaughn,17,"$1,889,040",,"$1,889,040",21,MIL,22,173,11.1,0.56,0.7,0.12,1.4,10.2,5.8,9.9,1.2,1.5
135,Rashad Vaughn,17,"$1,889,040",,"$1,889,040",21,TOT,28,212,9.3,0.546,0.661,0.107,1.6,9.9,5.8,8.7,1.2,1.2
136,Rashad Vaughn,17,"$1,889,040",,"$1,889,040",21,ORL,5,35,1.1,0.417,0.333,0,3.1,9.5,6.3,0,1.4,0
137,Ramon Sessions,56,"$2,328,652",,"$2,328,652",31,WAS,14,224,14.2,0.524,0.238,0.651,2.5,7.6,5.1,29.8,1.6,0.4
138,Ramon Sessions,56,"$2,328,652",,"$2,328,652",31,NYK,13,167,6.2,0.403,0.208,0.283,0.7,11.3,6,22,2.1,0.5
139,Ramon Sessions,56,"$2,328,652",,"$2,328,652",31,TOT,27,391,10.8,0.473,0.224,0.483,1.7,9.1,5.5,26.5,1.8,0.4
140,Rajon Rondo,21,"$3,300,000",MLE,"$3,300,000",31,NOP,61,1591,14.9,0.519,0.303,0.094,2,14.4,8.4,41.6,1.8,0.5
141,R.J. Hunter,28,$0,,$0,24,HOU,4,15,-4.4,0,0.75,0,0,7.5,3.8,16.5,3.3,0
142,Quinn Cook,62,"$100,000",,"$100,000",24,GSW,29,597,13.4,0.6,0.41,0.102,1.6,10.1,6.2,16.7,0.9,0.1
143,Quincy Pondexter,26,"$3,853,931",,"$3,853,931",29,CHI,23,196,4,0.398,0.449,0.347,4.2,10.7,7.4,6.3,2,0.9
144,Quincy Acy,37,"$1,709,538",,$0,27,BRK,66,1270,7.5,0.51,0.797,0.173,3.1,17.2,10.1,5.9,1.1,1.6
145,PJ Dozier,62,$0,,$0,21,OKC,2,3,-5,0.5,0,0,0,38.3,18.5,0,0,0
146,Paul Zipser,48,"$1,312,611",Cap Space,"$1,312,611",23,CHI,54,824,5.2,0.444,0.47,0.111,1.6,15.9,8.5,8,1.2,1.6
147,Paul Millsap,47,"$31,269,231",Cap space,"$61,000,000",32,DEN,34,1008,18.2,0.564,0.258,0.36,6.3,18.3,12.3,14.6,1.9,3.3
148,Paul George,10,"$19,508,958",1st Round Pick,"$19,508,958",27,OKC,76,2779,18.4,0.566,0.447,0.3,2.7,15,8.7,14.7,2.8,1.2
149,Pau Gasol,3,"$16,000,000",,"$38,700,000",37,SAS,74,1753,19,0.54,0.189,0.331,7.9,30.3,19,20,0.6,3.7
150,Patty Mills,55,"$10,714,286",Bird Rights,"$48,000,000",29,SAS,79,2018,12.1,0.562,0.606,0.178,1.4,7,4.1,16.1,1.3,0.5
151,Patrick Patterson,14,"$5,192,000",MLE,"$10,643,600",28,OKC,79,1234,9.7,0.545,0.638,0.165,2.7,14.5,8.4,5.8,1.9,1.7
152,Patrick McCaw,38,"$1,312,611",Minimum Salary,"$1,312,611",22,GSW,57,961,7.4,0.477,0.356,0.151,2,7.1,4.8,10.6,2.2,0.8
153,Patrick Beverley,42,"$5,513,514",Bird Rights,"$5,513,514",29,LAC,11,334,12.3,0.53,0.504,0.143,5.4,9.4,7.4,13.8,2.6,1.2
154,Pat Connaughton,41,"$1,471,382",Minimum Salary,"$1,471,382",25,POR,78,1432,9.3,0.535,0.542,0.113,2.6,9,5.8,8.9,0.7,1.2
155,Pascal Siakam,27,"$1,312,611",1st Round pick,"$2,857,562",23,TOR,77,1577,14.9,0.554,0.268,0.178,5.5,18.8,12.2,13.3,1.9,2
156,P.J. Tucker,35,"$7,590,035",MLE,"$26,477,799",32,HOU,78,2170,8.4,0.537,0.692,0.145,4.6,17.4,11,4.6,1.8,0.9
157,Otto Porter,3,"$24,773,250",Bird Rights,"$78,035,739",24,WAS,74,2349,18.4,0.601,0.357,0.145,4.7,18,11.4,10,2.4,1.4
158,Omri Casspi,23,"$2,106,470",Minimum Salary,"$2,106,470",29,GSW,53,740,15.5,0.632,0.106,0.333,4.9,23.9,15.1,9.5,1.2,2
159,Omer Asik,36,"$10,595,505",Bird Rights,"$24,882,021",31,NOP,14,121,4.5,0.423,0,0.75,6.5,26.1,16.6,2,0.4,1.3
160,Okaro White,62,"$1,312,611",,"$1,312,611",25,MIA,6,80,8.9,0.577,0.688,0.188,4.2,11.2,7.7,3.5,0.6,1.1
161,OG Anunoby,23,"$1,645,200",1st Round Pick,"$3,597,960",20,TOR,70,1389,9.5,0.575,0.565,0.183,3.3,9.9,6.6,5.2,1.8,0.6
162,Norman Powell,46,"$1,471,382",Cap Space,"$31,821,110",24,TOR,66,1003,8.4,0.496,0.489,0.11,1.5,10.8,6.2,11.5,1.6,1.2
163,Noah Vonleh,9,"$3,505,233",1st Round Pick,"$3,505,233",22,CHI,21,399,13.9,0.484,0.435,0.196,9.1,30.3,19.3,8,1.6,1.3
164,Noah Vonleh,9,"$3,505,233",1st Round Pick,"$3,505,233",22,TOT,54,875,12.8,0.509,0.282,0.248,8.6,30.1,19.2,5.7,1.1,1.6
165,Noah Vonleh,9,"$3,505,233",1st Round Pick,"$3,505,233",22,POR,33,476,12,0.543,0.063,0.323,8.1,30,19.2,3.8,0.6,1.9
166,Nikola Vucevic,16,"$12,250,000",Bird Rights,"$25,000,000",27,ORL,54,1619,19.7,0.536,0.25,0.115,6.6,27.6,17,19.3,1.6,2.9
167,Nikola Mirotic,23,"$12,500,000",Cap space,"$25,000,000",26,TOT,51,1352,17.8,0.567,0.525,0.21,4.1,24,14.1,8.7,1.4,2.2
168,Nikola Mirotic,23,"$12,500,000",Cap space,"$25,000,000",26,CHI,25,622,22,0.624,0.533,0.262,3,25.1,13.7,11,1.2,1.9
169,Nikola Mirotic,23,"$12,500,000",Cap space,"$25,000,000",26,NOP,26,730,14.1,0.51,0.518,0.16,5.1,23.1,14.4,6.6,1.5,2.5
170,Nikola Jokic,41,"$1,471,382",,"$1,471,382",22,DEN,71,2288,24.4,0.607,0.279,0.317,9.2,27.7,18.4,29.2,1.8,2.1
171,Nik Stauskas,8,"$3,807,146",1st Round Pick,"$3,807,146",24,PHI,6,45,0.9,0.41,0.25,0.5,0,2.3,1.2,2.7,4.3,0
