SKUPNO število testiranj,SKUPNO dnevno število testiranj,Dnevno število PCR testiranj,SKUPNO število pozitivnih oseb,SKUPNO DNEVNO število pozitivnih oseb,Skupno število hospitaliziranih oseb na posamezni dan,Skupno število oseb na intenzivni negi na posamezni dan,Dnevno število odpuščenih oseb iz bolnišnic,Skupno število umrlih
11882456.0,41744.0,1846.0,456735.0,698.0,592.0,201.0,12.0,5983.0
12002053.0,119597.0,5334.0,458568.0,1813.0,586.0,201.0,46.0,6013.0
12101853.0,99800.0,5948.0,460431.0,1863.0,572.0,190.0,53.0,6022.0
12215353.0,113500.0,5107.0,462135.0,1704.0,574.0,186.0,30.0,6030.0
12319736.0,104383.0,5168.0,464027.0,1892.0,553.0,179.0,42.0,6036.0
12405159.0,85423.0,4263.0,465688.0,1661.0,534.0,174.0,35.0,6042.0
12418273.0,13114.0,1981.0,466580.0,892.0,533.0,173.0,17.0,6045.0
12461123.0,42850.0,2282.0,467588.0,1008.0,548.0,173.0,17.0,6056.0
12568085.0,106962.0,7485.0,470981.0,3393.0,531.0,162.0,52.0,6064.0
12661295.0,93210.0,10577.0,475027.0,4068.0,542.0,160.0,36.0,6093.0
12761705.0,100410.0,10083.0,478856.0,3829.0,550.0,161.0,39.0,6098.0
12859237.0,97532.0,11016.0,482925.0,4069.0,547.0,155.0,43.0,6107.0
12969564.0,110327.0,11223.0,487394.0,4469.0,538.0,156.0,43.0,6113.0
12976980.0,76212.0,7416.0,490743.0,3349.0,537.0,161.0,30.0,6118.0
12982213.0,42831.0,5233.0,493258.0,2515.0,572.0,157.0,9.0,6125.0
12992459.0,119046.0,10246.0,498506.0,5164.0,553.0,160.0,65.0,6146.0
13091595.0,99136.0,14814.0,505926.0,7420.0,538.0,154.0,48.0,6159.0
13203515.0,111920.0,13335.0,512781.0,6855.0,527.0,154.0,49.0,6166.0
13305095.0,101580.0,13681.0,519699.0,6918.0,524.0,155.0,56.0,6172.0
13428527.0,123432.0,14360.0,527279.0,7580.0,514.0,156.0,62.0,6177.0
13514553.0,86026.0,10299.0,533291.0,6012.0,549.0,156.0,22.0,6178.0
13564280.0,49727.0,7901.0,538258.0,4967.0,566.0,158.0,16.0,6185.0
13690043.0,125763.0,13803.0,547013.0,8681.0,575.0,155.0,58.0,6194.0
13797725.0,107682.0,19438.0,559299.0,12286.0,566.0,151.0,46.0,6202.0
13917326.0,119601.0,17271.0,569587.0,10288.0,580.0,150.0,58.0,6209.0
14022899.0,105573.0,14714.0,579445.0,9858.0,599.0,144.0,51.0,6221.0
14145017.0,122118.0,14650.0,589390.0,9945.0,601.0,136.0,61.0,6232.0
14236769.0,91752.0,18424.0,603301.0,13911.0,608.0,135.0,33.0,6250.0
14292782.0,56013.0,11104.0,611697.0,8396.0,636.0,135.0,32.0,6264.0
14423946.0,131164.0,16928.0,624802.0,12772.0,653.0,130.0,76.0,6254.0
14539835.0,115889.0,22924.0,642293.0,17491.0,670.0,127.0,33.0,6268.0
14664472.0,124637.0,19707.0,656499.0,14206.0,708.0,125.0,59.0,6282.0
14779749.0,115277.0,22270.0,673070.0,16571.0,719.0,134.0,71.0,6289.0
14908431.0,128682.0,20636.0,687948.0,14878.0,726.0,124.0,91.0,6300.0
15000250.0,91819.0,17943.0,701800.0,13852.0,749.0,130.0,30.0,6311.0
15064376.0,64126.0,11067.0,710375.0,8575.0,680.0,138.0,20.0,6320.0
15204330.0,139954.0,15585.0,722648.0,11810.0,755.0,132.0,78.0,6342.0
15317633.0,113303.0,17143.0,746081.0,23433.0,797.0,132.0,99.0,6354.0
15446850.0,129217.0,8702.0,762735.0,16654.0,794.0,124.0,76.0,6373.0
15554172.0,107322.0,3808.0,774403.0,11668.0,831.0,132.0,73.0,6395.0
15674196.0,120024.0,4030.0,786083.0,11680.0,811.0,133.0,102.0,6420.0
15753122.0,78926.0,1748.0,793541.0,7458.0,833.0,136.0,41.0,6436.0
15802024.0,48902.0,1247.0,799053.0,5512.0,974.0,134.0,65.0,6454.0
